date,crop,water_liters,nutrient_mg,light_hours,biomass,strategy
2025-05-27,basil,0.9787610005902746,48.824730317240736,8.279251921890493,0.08792224415253554,RL
2025-05-27,lettuce,0.868022764371865,25.528252529055116,10.207398818740089,0.09429042037188828,RL
2025-05-27,tomato,1.4533411193550068,57.252807071010146,9.99188862960444,0.20368657833425025,RL
2025-05-28,basil,0.9461435914885906,37.6533087799575,10.187514013075175,0.059188791224490646,RL
2025-05-28,lettuce,0.9282635128675505,30.067057795356092,12.00862440645185,0.08601322449128788,RL
2025-05-28,tomato,1.4722257722431138,56.832428805478756,8.829493317353041,0.26085110888539725,RL
2025-05-29,basil,1.117927424252893,38.398654317186036,10.551901182524245,0.11134696993331437,RL
2025-05-29,lettuce,0.635085505156488,24.574123081845006,10.211819855431669,0.10197457169747866,RL
2025-05-29,tomato,1.4646312503020138,52.232307960137526,8.594848169897228,0.22874519878497226,RL
2025-05-30,basil,0.8786137205112479,38.71078424590749,9.087034977287146,0.08501712483828393,RL
2025-05-30,lettuce,0.8109850352247464,22.033492457986654,9.138648732867832,0.08640716465089006,RL
2025-05-30,tomato,1.5457974335790678,71.28830139495778,8.755183810993348,0.2381085119577265,RL
2025-05-31,basil,1.0956386607997706,39.019277802888,9.065898693582326,0.12141677562235395,RL
2025-05-31,lettuce,0.6705199207564443,24.349781622364823,9.790978444708518,0.10894896306739707,RL
2025-05-31,tomato,1.5348778884962195,56.94683948107431,9.247384836576005,0.24024644584244942,RL
2025-06-01,basil,0.9693611661737165,35.49676209806992,10.896556616544053,0.0744191343971332,RL
2025-06-01,lettuce,0.8934131907415063,25.63644743212447,9.511385124517355,0.06635856082291286,RL
2025-06-01,tomato,1.6368623416507577,57.83285978190986,8.976080235591839,0.1766684650684389,RL
2025-06-02,basil,0.9680437635304328,44.23067414158528,9.972962581881857,0.08056959894797,RL
2025-06-02,lettuce,0.6899964740231692,31.65824583981731,10.445721410601454,0.09317619041855009,RL
2025-06-02,tomato,1.3263295483680169,61.09512990815873,10.764358859686096,0.26921463406223756,RL
2025-06-03,basil,0.9633199174954592,35.41898066886792,11.559300729012204,0.14202895065388915,RL
2025-06-03,lettuce,0.8851428343783595,28.379258359902742,10.687318829884234,0.10207745000932722,RL
2025-06-03,tomato,1.5022347441814572,49.87667269705433,9.964103426251448,0.22554331325065535,RL
2025-06-04,basil,1.1944306087928673,36.89426266031554,10.418359989495293,0.07925778032196809,RL
2025-06-04,lettuce,0.8201187438393698,30.448039205922733,8.762486934358481,0.08660177311862537,RL
2025-06-04,tomato,1.637138354595634,59.50380484302066,9.711413518535235,0.19536559645209833,RL
2025-06-05,basil,0.767083650890972,50.462543738114064,10.318596117455636,0.10298923896599044,RL
2025-06-05,lettuce,1.0058295081331008,28.174728209258593,10.90478617398901,0.07782472623219856,RL
2025-06-05,tomato,1.3719416801432867,51.607356342061884,7.8222123235396595,0.1924792432120449,RL
2025-06-06,basil,1.0998520568068946,44.40517827209651,10.424950457603737,0.13405363646834914,RL
2025-06-06,lettuce,0.815045723606774,28.946464722686557,8.778904815760875,0.10549710025530862,RL
2025-06-06,tomato,1.415353395319089,63.95543200398054,9.057572319995117,0.2546952668667035,RL
2025-06-07,basil,0.9558197662726813,49.2417844125805,10.45722140224584,0.12352407401740352,RL
2025-06-07,lettuce,0.8391084538098978,32.4883081588772,10.202549111195255,0.13975965813486288,RL
2025-06-07,tomato,1.5500847738020171,60.95574843348078,8.795206691793547,0.20731391250057352,RL
2025-06-08,basil,0.8810788026095786,27.866679048912253,11.305943989034748,0.11307523652957895,RL
2025-06-08,lettuce,0.8403269130538091,19.239064866067395,10.123494416892177,0.12466654467807624,RL
2025-06-08,tomato,1.5346317908435811,69.20645010141794,10.52520404504335,0.19461036020193656,RL
2025-06-09,basil,1.025198681271277,42.97915623363367,10.996741758589804,0.10000933466557832,RL
2025-06-09,lettuce,0.826998322457961,19.395033156860013,10.446190489960683,0.04781461914983683,RL
2025-06-09,tomato,1.5485028507604197,61.097956714312566,10.423323826863461,0.2323599213857054,RL
2025-06-10,basil,1.0672389265738274,43.66179530606153,8.726238874155456,0.11351789440138119,RL
2025-06-10,lettuce,0.8141938851454746,23.475787229650013,10.18831241384636,0.07893214234878353,RL
2025-06-10,tomato,1.5564916007156155,71.88986849631479,9.1591919888755,0.2012062842530445,RL
2025-06-11,basil,0.9702479528700718,40.3020651174902,11.866417563364395,0.09086863509465794,RL
2025-06-11,lettuce,0.6072209217969448,19.233969977073567,8.16514274371213,0.10003610630974043,RL
2025-06-11,tomato,1.4376699168706422,65.72438917196492,8.239864205598067,0.23506070637439314,RL
2025-06-12,basil,0.9776322607678916,37.851548850388994,11.145085688049615,0.11233967879473349,RL
2025-06-12,lettuce,0.968736938591116,22.92483241321672,10.841982195784993,0.07659070510743875,RL
2025-06-12,tomato,1.6172919932310128,66.09607226421497,9.618559874664399,0.2149930869514477,RL
2025-06-13,basil,1.0261117348271436,49.04082264358312,9.199477342820664,0.08889068858639602,RL
2025-06-13,lettuce,0.835067764808391,21.479087985850413,10.919669859861381,0.07642375386496737,RL
2025-06-13,tomato,1.5396186859880596,55.07098075932145,9.078606579141077,0.2918948564016506,RL
2025-06-14,basil,1.0459283283907825,36.570449982112045,10.227835256772318,0.1318366979798782,RL
2025-06-14,lettuce,0.7693425233821076,28.328925604367242,9.22431949376242,0.06421060284636702,RL
2025-06-14,tomato,1.5202087427009272,60.62302463505349,9.856771463555178,0.25570670131821405,RL
2025-06-15,basil,1.0960054642560324,32.12878795356879,9.022135496053874,0.10754469002237473,RL
2025-06-15,lettuce,0.8760115474214213,29.35636791846702,11.260110449655048,0.09217933009542467,RL
2025-06-15,tomato,1.4834153906971284,55.94232008564608,10.074287197626989,0.2111022407219611,RL
2025-06-16,basil,0.9348967872575958,46.3709488827186,10.843767670288377,0.13199391502583882,RL
2025-06-16,lettuce,0.8342700203244446,25.800412082777065,9.651594417347534,0.09118941425398383,RL
2025-06-16,tomato,1.656216051551686,55.01032534749783,10.644730043356477,0.1869794308585008,RL
2025-06-17,basil,1.1186862179514911,29.862775379584996,8.62938350530728,0.12266077161210452,RL
2025-06-17,lettuce,0.7078043916059109,20.98621557512415,12.452973763846817,0.12986351066292082,RL
2025-06-17,tomato,1.4174044810234845,61.2757449705772,9.326068857846321,0.19762669196810584,RL
2025-06-18,basil,1.0359148017280209,47.028600282370704,9.856056744987194,0.12015475184048302,RL
2025-06-18,lettuce,0.8093005446441601,27.32376617833921,9.321798768128648,0.10903779918486128,RL
2025-06-18,tomato,1.3633189327084312,62.21966854248948,9.840309413008258,0.2083447753201838,RL
2025-06-19,basil,0.9683150659617327,44.51795745318411,10.606688913243397,0.09152897983833522,RL
2025-06-19,lettuce,0.8930774354913954,23.64717317565399,11.237602467125717,0.09405891669999551,RL
2025-06-19,tomato,1.7222211313896916,64.80204273284772,9.465086521465787,0.26103299652546835,RL
2025-06-20,basil,1.0719547084959067,36.3623789733201,11.251600146815912,0.11095424182022422,RL
2025-06-20,lettuce,0.7718699638655494,34.57863332684748,9.334658202010566,0.0990115403941146,RL
2025-06-20,tomato,1.372080331427602,69.42015846998736,8.860752835487485,0.2516679321831842,RL
2025-06-21,basil,1.0034162754722837,35.33615796687296,11.059462096778354,0.10842559328525475,RL
2025-06-21,lettuce,0.8891339880791066,30.42952923180229,10.88539133205104,0.07716727970528241,RL
2025-06-21,tomato,1.448322653283206,69.70333283263963,9.657941456545435,0.22636522905930773,RL
2025-06-22,basil,0.934212736396932,49.24538417398965,11.153157813574541,0.11967050579065293,RL
2025-06-22,lettuce,0.8119206500018076,27.798822960041647,9.447407671565598,0.07111258741576791,RL
2025-06-22,tomato,1.5327105430977364,58.643768936503,10.645362476000486,0.21241653441708366,RL
2025-06-23,basil,1.0423997874579984,44.79730148176044,8.750882657922828,0.12810696598584603,RL
2025-06-23,lettuce,0.7936143644107145,25.792362096082673,9.85525428035151,0.0949608424666623,RL
2025-06-23,tomato,1.5201736101291143,58.80488009295302,11.06227749326809,0.2530239884908665,RL
2025-06-24,basil,1.1853343656043063,41.60364195496396,10.389783697540238,0.13916406790387714,RL
2025-06-24,lettuce,0.759020144191584,25.923248860660298,10.96587757877261,0.09383675736950722,RL
2025-06-24,tomato,1.5938636462866207,55.14992791973669,9.435130394033227,0.19995814762714975,RL
2025-06-25,basil,1.144744113226495,35.587725126489104,9.919799053113648,0.13318721039946052,RL
2025-06-25,lettuce,0.7951783070808157,22.437800120652454,10.97246854438142,0.08926952281086493,RL
2025-06-25,tomato,1.3333508926416437,58.65682214718104,9.8337274273478,0.19543650297649892,RL
2025-06-26,basil,0.8434164507162468,39.1802053715369,10.042761502009279,0.11669203347946319,RL
2025-06-26,lettuce,0.8141506894075192,21.672852416038083,9.806916450687574,0.08650255206995361,RL
2025-06-26,tomato,1.4717919351573774,52.74534137418816,10.474878572610931,0.23595961162487714,RL
2025-06-27,basil,1.1717359668647254,37.36452452967376,8.653124117035972,0.11216455463609998,RL
2025-06-27,lettuce,0.705891681651098,27.323516801258535,11.093176787254842,0.0721629779307526,RL
2025-06-27,tomato,1.283534910059395,52.10092735104971,10.646385955985295,0.21272069363953106,RL
2025-06-28,basil,1.065564783262131,34.117229841381544,9.321044511149333,0.13848225039770407,RL
2025-06-28,lettuce,0.8390381689978615,25.441370793349027,12.925293732741226,0.10380178116119446,RL
2025-06-28,tomato,1.4302327365079992,53.3570406776547,10.624083805995303,0.19897301948758553,RL
2025-06-29,basil,0.9455019618414211,39.89727768155898,10.325895655327189,0.0961804833069641,RL
2025-06-29,lettuce,0.8219346009158778,26.80547924303643,10.142037782421442,0.11358193327277777,RL
2025-06-29,tomato,1.3789946232242474,66.25903297407179,8.343323720525001,0.22010984532836392,RL
2025-06-30,basil,0.9300865325129142,31.33493865800878,10.259363991493306,0.08995470312098527,RL
2025-06-30,lettuce,0.9314706950916996,18.005154416565244,10.62107103330572,0.05083950911937445,RL
2025-06-30,tomato,1.4613091556303592,58.85850349443985,10.780154598796395,0.17752676288575442,RL
2025-07-01,basil,0.6644943479337229,50.04692376116651,9.661651499497294,0.12968955998130266,RL
2025-07-01,lettuce,0.9855382844340376,22.896972722606005,8.852212954661189,0.100379649965841,RL
2025-07-01,tomato,1.700308574579003,63.75295461708665,10.733322006732802,0.22164913872440337,RL
2025-07-02,basil,1.1459978956275703,38.591136604535315,9.273864371687715,0.09232843816829411,RL
2025-07-02,lettuce,0.8239248549003789,30.91608652284944,10.11703825700891,0.07192101882764322,RL
2025-07-02,tomato,1.6636049372797808,53.70632230635524,10.460508896463812,0.2298551227615405,RL
2025-07-03,basil,1.0121429242111089,45.194613668950225,10.017744589211263,0.10861621475611585,RL
2025-07-03,lettuce,0.7407515699419543,21.69061901647546,9.615523512464037,0.10244230218406214,RL
2025-07-03,tomato,1.4892066457151074,56.83467993973239,10.85728796813074,0.2514736960834617,RL
2025-07-04,basil,1.0284436411970364,40.65316399128774,11.073515377055276,0.13099013196088155,RL
2025-07-04,lettuce,0.9691539099883968,12.64417198106986,9.793723348844988,0.09223989157398263,RL
2025-07-04,tomato,1.3146015486965452,69.0216954874682,9.392485488964466,0.22858368346965074,RL
2025-07-05,basil,0.9966265122769901,45.649658704925535,8.644813639493837,0.14040605023790448,RL
2025-07-05,lettuce,0.7789354552742156,32.64394668694665,11.365047621288271,0.07286953211320953,RL
2025-07-05,tomato,1.4225262894940478,65.67528747267433,8.672080324732134,0.16300053847456308,RL
2025-07-06,basil,1.2224171479661412,41.997774627025755,10.026424885956098,0.10741507934679817,RL
2025-07-06,lettuce,0.757842908361587,26.469233374457314,10.555903322334439,0.061865258696807236,RL
2025-07-06,tomato,1.4887614956550737,52.016928325451325,10.196147702349327,0.20865589525050524,RL
2025-07-07,basil,0.9180437814649234,39.78840847790605,10.26125285823844,0.12721941524911723,RL
